éOïHÇtÇeÇi èÉã‡ÉtÉ@ÉìÉh
äÓèÄì˙,äÓèÄâøäz(â~),äÓèÄâøäzÅiï™îzã‡çƒìäéëÅj(â~),ï™îzã‡Åiê≈à¯ëOÅj(â~),èÉéëéYëçäzÅiâ≠â~Åj
2017/05/17,11821,11821,,87.67
2017/05/18,11835,11835,,87.83
2017/05/19,11754,11754,,87.82
2017/05/22,11794,11794,,88.36
2017/05/23,11847,11847,,88.97
2017/05/24,11793,11793,,88.67
2017/05/25,11820,11820,,89.02
2017/05/26,11780,11780,,89.01
2017/05/29,11846,11846,,90.13
2017/05/30,11859,11859,,90.65
2017/05/31,11819,11819,,90.47
2017/06/01,11832,11832,,90.79
2017/06/02,11818,11818,,90.70
2017/06/05,11885,11885,,91.43
2017/06/06,11871,11871,,91.29
2017/06/07,11871,11871,,91.37
2017/06/08,11871,11871,,91.43
2017/06/09,11790,11790,,90.96
2017/06/12,11776,11776,,91.24
2017/06/13,11749,11749,,91.21
2017/06/14,11776,11776,,91.52
2017/06/15,11668,11668,,91.03
2017/06/16,11749,11749,,91.67
2017/06/19,11668,11668,,91.19
2017/06/20,11668,11668,,91.18
2017/06/21,11640,11640,,90.84
2017/06/22,11667,11667,,91.20
2017/06/23,11707,11707,,91.66
2017/06/26,11720,11720,,91.97
2017/06/27,11694,11694,,93.38
2017/06/28,11774,11774,,94.50
2017/06/29,11827,11827,,95.36
2017/06/30,11733,11733,,94.74
2017/07/03,11719,11719,,95.03
2017/07/04,11665,11665,,94.94
2017/07/05,11692,11692,,95.35
2017/07/06,11692,11692,,95.62
2017/07/07,11705,11705,,97.32
2017/07/10,11637,11637,,97.60
2017/07/11,11678,11678,,98.26
2017/07/12,11677,11677,,98.63
2017/07/13,11664,11664,,98.77
2017/07/14,11623,11623,,98.73
2017/07/18,11690,11690,,99.61
2017/07/19,11663,11663,,99.78
2017/07/20,11676,11676,,100.22
2017/07/21,11756,11756,,101.40
2017/07/24,11702,11702,,101.41
2017/07/25,11769,11769,,102.35
2017/07/26,11729,11729,,102.46
2017/07/27,11782,11782,,103.46
2017/07/28,11782,11782,,103.69
2017/07/31,11768,11768,,103.61
2017/08/01,11768,11768,,103.85
2017/08/02,11768,11768,,103.89
2017/08/03,11754,11754,,104.12
2017/08/04,11754,11754,,104.12
2017/08/07,11740,11740,,104.67
2017/08/08,11740,11740,,105.07
2017/08/09,11726,11726,,105.21
2017/08/10,11807,11807,,106.03
2017/08/14,11833,11833,,106.51
2017/08/15,11793,11793,,106.22
2017/08/16,11806,11806,,106.44
2017/08/17,11846,11846,,106.70
2017/08/18,11833,11833,,106.64
2017/08/21,11805,11805,,106.42
2017/08/22,11845,11845,,106.91
2017/08/23,11845,11845,,107.21
2017/08/24,11858,11858,,107.27
2017/08/25,11858,11858,,107.23
2017/08/28,11858,11858,,107.53
2017/08/29,11978,11978,,109.14
2017/08/30,12018,12018,,110.09
2017/08/31,12018,12018,,109.63
2017/09/01,12140,12140,,109.97
2017/09/04,12234,12234,,110.47
2017/09/05,12220,12220,,109.73
2017/09/06,12179,12179,,109.10
2017/09/07,12193,12193,,108.51
2017/09/08,12246,12246,,108.50
2017/09/11,12111,12111,,106.99
2017/09/12,12124,12124,,107.53
2017/09/13,12231,12231,,108.58
2017/09/14,12191,12191,,108.30
2017/09/15,12272,12272,,108.81
2017/09/19,12217,12217,,108.47
2017/09/20,12244,12244,,108.17
2017/09/21,12190,12190,,107.75
2017/09/22,12176,12176,,108.10
2017/09/25,12122,12122,,108.08
2017/09/26,12243,12243,,109.12
2017/09/27,12203,12203,,109.98
2017/09/28,12109,12109,,110.24
2017/09/29,12162,12162,,111.92
2017/10/02,12095,12095,,111.87
2017/10/03,12081,12081,,111.50
2017/10/04,12081,12081,,111.59
2017/10/05,12094,12094,,111.82
2017/10/06,12054,12054,,111.74
2017/10/10,12146,12146,,113.30
2017/10/11,12160,12160,,113.72
2017/10/12,12226,12226,,115.19
2017/10/13,12226,12226,,115.55
2017/10/16,12199,12199,,115.49
2017/10/17,12185,12185,,115.55
2017/10/18,12131,12131,,115.57
2017/10/19,12145,12145,,115.67
2017/10/20,12184,12184,,117.48
2017/10/23,12183,12183,,118.00
2017/10/24,12250,12250,,119.21
2017/10/25,12210,12210,,118.76
2017/10/26,12236,12236,,119.44
2017/10/27,12169,12169,,119.41
2017/10/30,12169,12169,,119.10
2017/10/31,12128,12128,,119.21
2017/11/01,12181,12181,,120.20
2017/11/02,12195,12195,,120.37
2017/11/06,12194,12194,,120.75
2017/11/07,12261,12261,,122.18
2017/11/08,12247,12247,,122.18
2017/11/09,12247,12247,,122.18
2017/11/10,12233,12233,,122.26
2017/11/13,12206,12206,,122.30
2017/11/14,12219,12219,,122.70
2017/11/15,12206,12206,,122.72
2017/11/16,12165,12165,,122.75
2017/11/17,12179,12179,,123.03
2017/11/20,12178,12178,,123.17
2017/11/21,12138,12138,,122.91
2017/11/22,12111,12111,,123.05
2017/11/24,12137,12137,,123.47
2017/11/27,12096,12096,,123.11
2017/11/28,12109,12109,,123.86
2017/11/29,12189,12189,,125.26
2017/11/30,12122,12122,,124.83
2017/12/01,12095,12095,,124.68
2017/12/04,12081,12081,,124.23
2017/12/05,12067,12067,,124.06
2017/12/06,11960,11960,,123.07
2017/12/07,11933,11933,,124.13
2017/12/08,11959,11959,,124.95
2017/12/11,11959,11959,,125.28
2017/12/12,11932,11932,,125.37
2017/12/13,11891,11891,,124.90
2017/12/14,11931,11931,,125.68
2017/12/15,11904,11904,,125.91
2017/12/18,11904,11904,,125.98
2017/12/19,11957,11957,,126.73
2017/12/20,12011,12011,,127.53
2017/12/21,12078,12078,,128.53
2017/12/22,12078,12078,,128.64
2017/12/25,12090,12090,,128.89
2017/12/26,12158,12158,,129.48
2017/12/27,12171,12171,,130.42
2017/12/28,12237,12237,,131.47
2017/12/29,12251,12251,,132.00
2018/01/04,12330,12330,,132.99
2018/01/05,12437,12437,,134.09
2018/01/09,12383,12383,,133.16
2018/01/10,12247,12247,,130.46
2018/01/11,12287,12287,,130.32
2018/01/12,12314,12314,,131.00
2018/01/15,12367,12367,,131.67
2018/01/16,12367,12367,,131.58
2018/01/17,12313,12313,,131.08
2018/01/18,12353,12353,,131.61
2018/01/19,12312,12312,,130.93
2018/01/22,12298,12298,0,130.44
2018/01/23,12325,12325,,131.03
2018/01/24,12271,12271,,130.33
2018/01/25,12378,12378,,131.55
2018/01/26,12338,12338,,131.38
2018/01/29,12284,12284,,131.43
2018/01/30,12149,12149,,129.96
2018/01/31,12229,12229,,130.97
2018/02/01,12269,12269,,131.62
2018/02/02,12323,12323,,132.44
2018/02/05,12242,12242,,131.88
2018/02/06,12161,12161,,131.12
2018/02/07,12134,12134,,130.91
2018/02/08,12013,12013,,129.68
2018/02/09,12013,12013,,129.77
2018/02/13,12039,12039,,130.28
2018/02/14,11985,11985,,130.07
2018/02/15,12066,12066,,131.27
2018/02/16,12065,12065,,131.59
2018/02/19,12038,12038,,131.45
2018/02/20,11998,11998,,131.38
2018/02/21,11971,11971,,131.23
2018/02/22,11877,11877,,130.47
2018/02/23,11903,11903,,130.60
2018/02/26,11930,11930,,131.15
2018/02/27,11956,11956,,131.90
2018/02/28,11849,11849,,130.93
2018/03/01,11782,11782,,130.57
2018/03/02,11728,11728,,130.25
2018/03/05,11728,11728,,130.37
2018/03/06,11781,11781,,130.92
2018/03/07,11754,11754,,131.01
2018/03/08,11714,11714,,130.74
2018/03/09,11754,11754,,131.43
2018/03/12,11780,11780,,131.77
2018/03/13,11767,11767,,131.76
2018/03/14,11793,11793,,132.03
2018/03/15,11766,11766,,131.77
2018/03/16,11686,11686,,130.98
2018/03/19,11631,11631,,130.45
2018/03/20,11685,11685,,130.91
2018/03/22,11725,11725,,131.44
2018/03/23,11752,11752,,131.81
2018/03/26,11832,11832,,132.72
2018/03/27,11952,11952,,134.59
2018/03/28,11871,11871,,133.77
2018/03/29,11831,11831,,133.51
2018/03/30,11697,11697,,132.11
2018/04/02,11817,11817,,133.54
2018/04/03,11870,11870,,134.29
2018/04/04,11857,11857,,134.35
2018/04/05,11897,11897,,134.90
2018/04/06,11897,11897,,134.99
2018/04/09,11936,11936,,135.52
2018/04/10,11936,11936,,136.04
2018/04/11,12016,12016,,137.07
2018/04/12,12070,12070,,137.69
2018/04/13,12003,12003,,137.29
2018/04/16,12029,12029,,137.66
2018/04/17,12029,12029,,137.52
2018/04/18,11988,11988,,137.06
2018/04/19,12069,12069,,138.00
2018/04/20,12002,12002,,137.31
2018/04/23,11961,11961,,136.87
2018/04/24,11974,11974,,136.86
2018/04/25,12014,12014,,137.31
2018/04/26,12014,12014,,137.41
2018/04/27,11987,11987,,137.61
2018/05/01,11973,11973,,137.50
2018/05/02,11946,11946,,137.25
2018/05/07,11972,11972,,137.68
2018/05/08,11932,11932,,137.34
2018/05/09,11958,11958,,137.65
2018/05/10,11971,11971,,137.82
2018/05/11,12012,12012,,138.17
2018/05/14,11998,11998,,138.26
2018/05/15,11984,11984,,138.10
2018/05/16,11904,11904,,137.43
2018/05/17,11903,11903,,137.50
2018/05/18,11917,11917,,137.61
2018/05/21,11916,11916,,137.86
2018/05/22,11903,11903,,137.59
2018/05/23,11876,11876,,137.20
2018/05/24,11822,11822,,136.71
2018/05/25,11889,11889,,137.56
2018/05/28,11834,11834,,137.01
2018/05/29,11794,11794,,137.30
2018/05/30,11807,11807,,137.59
2018/05/31,11834,11834,,137.79
2018/06/01,11834,11834,,137.91
2018/06/04,11793,11793,,137.65
2018/06/05,11820,11820,,138.25
2018/06/06,11887,11887,,139.17
2018/06/07,11860,11860,,139.12
2018/06/08,11860,11860,,139.15
2018/06/11,11913,11913,,139.88
2018/06/12,11912,11912,,140.04
2018/06/13,11899,11899,,139.94
2018/06/14,11899,11899,,139.96
2018/06/15,11979,11979,,141.22
2018/06/18,11817,11817,,139.33
2018/06/19,11790,11790,,139.01
2018/06/20,11696,11696,,138.06
2018/06/21,11696,11696,,138.29
2018/06/22,11669,11669,,138.13
2018/06/25,11562,11562,,137.15
2018/06/26,11575,11575,,137.43
2018/06/27,11535,11535,,137.76
2018/06/28,11548,11548,,138.40
2018/06/29,11575,11575,,137.68
2018/07/02,11547,11547,,138.43
2018/07/03,11507,11507,,138.18
2018/07/04,11628,11628,,139.76
2018/07/05,11627,11627,,139.38
2018/07/06,11601,11601,,139.26
2018/07/09,11627,11627,,139.74
2018/07/10,11667,11667,,140.43
2018/07/11,11600,11600,,139.79
2018/07/12,11626,11626,,140.43
2018/07/13,11680,11680,,141.13
2018/07/17,11652,11652,,141.22
2018/07/18,11545,11545,,139.98
2018/07/19,11558,11558,,140.24
2018/07/20,11478,11478,,139.40
2018/07/23,11424,11424,,138.86
2018/07/24,11343,11343,,138.02
2018/07/25,11396,11396,,138.92
2018/07/26,11396,11396,,139.15
2018/07/27,11396,11396,,139.78
2018/07/30,11342,11342,,139.71
2018/07/31,11356,11356,,140.17
2018/08/01,11409,11409,,141.66
2018/08/02,11368,11368,,141.51
2018/08/03,11301,11301,,140.97
2018/08/06,11274,11274,,141.14
2018/08/07,11274,11274,,141.29
2018/08/08,11274,11274,,141.78
2018/08/09,11260,11260,,139.31
2018/08/10,11206,11206,,139.04
2018/08/13,11113,11113,,141.90
2018/08/14,11073,11073,,141.63
2018/08/15,11059,11059,,141.91
2018/08/16,11019,11019,,141.74
2018/08/17,10912,10912,,140.70
2018/08/20,10952,10952,,141.30
2018/08/21,10992,10992,,142.32
2018/08/22,11032,11032,,143.43
2018/08/23,11032,11032,,143.60
2018/08/24,11058,11058,,144.41
2018/08/27,11151,11151,,145.88
2018/08/28,11231,11231,,147.60
2018/08/29,11177,11177,,147.40
2018/08/30,11217,11217,,148.28
2018/08/31,11164,11164,,147.81
2018/09/03,11123,11123,,147.90
2018/09/04,11150,11150,,148.52
2018/09/05,11123,11123,,148.40
2018/09/06,11123,11123,,148.59
2018/09/07,11082,11082,,148.14
2018/09/10,11042,11042,,148.25
2018/09/11,11095,11095,,149.10
2018/09/12,11122,11122,,149.60
2018/09/13,11202,11202,,150.72
2018/09/14,11215,11215,,151.43
2018/09/18,11188,11188,,151.02
2018/09/19,11214,11214,,151.55
2018/09/20,11254,11254,,152.11
2018/09/21,11308,11308,,153.36
2018/09/25,11227,11227,,152.52
2018/09/26,11307,11307,,153.53
2018/09/27,11240,11240,,153.20
2018/09/28,11200,11200,,153.35
2018/10/01,11305,11305,,156.07
2018/10/02,11292,11292,,156.04
2018/10/03,11385,11385,,157.66
2018/10/04,11398,11398,,158.18
2018/10/05,11358,11358,,157.70
2018/10/09,11237,11237,,156.36
2018/10/10,11237,11237,,156.57
2018/10/11,11170,11170,,156.01
2018/10/12,11370,11370,,159.25
2018/10/15,11410,11410,,160.22
2018/10/16,11450,11450,,160.79
2018/10/17,11396,11396,,160.38
2018/10/18,11463,11463,,160.95
2018/10/19,11476,11476,,161.15
2018/10/22,11462,11462,,161.17
2018/10/23,11422,11422,,160.75
2018/10/24,11488,11488,,162.27
2018/10/25,11515,11515,,162.34
2018/10/26,11475,11475,,162.03
2018/10/29,11448,11448,,162.47
2018/10/30,11528,11528,,163.77
2018/10/31,11514,11514,,163.38
2018/11/01,11434,11434,,162.38
2018/11/02,11527,11527,,163.73
2018/11/05,11580,11580,,164.61
2018/11/06,11540,11540,,164.01
2018/11/07,11566,11566,,164.42
2018/11/08,11580,11580,,164.53
2018/11/09,11553,11553,,163.97
2018/11/12,11458,11458,,162.51
2018/11/13,11432,11432,,162.65
2018/11/14,11405,11405,,162.34
2018/11/15,11444,11444,,163.40
2018/11/16,11458,11458,,163.75
2018/11/19,11430,11430,,163.45
2018/11/20,11457,11457,,163.95
2018/11/21,11470,11470,,164.07
2018/11/22,11510,11510,,164.69
2018/11/26,11510,11510,,164.78
2018/11/27,11536,11536,,165.69
2018/11/28,11482,11482,,165.00
2018/11/29,11495,11495,,165.62
2018/11/30,11495,11495,,165.46
2018/12/03,11535,11535,,166.05
2018/12/04,11588,11588,,166.78
2018/12/05,11548,11548,,166.14
2018/12/06,11561,11561,,166.27
2018/12/07,11561,11561,,166.35
2018/12/10,11601,11601,,166.77
2018/12/11,11641,11641,,167.45
2018/12/12,11654,11654,,167.57
2018/12/13,11640,11640,,167.17
2018/12/14,11627,11627,,167.41
2018/12/17,11572,11572,,166.12
2018/12/18,11586,11586,,166.21
2018/12/19,11572,11572,,166.18
2018/12/20,11519,11519,,165.62
2018/12/21,11559,11559,,166.16
2018/12/25,11531,11531,,165.59
2018/12/26,11624,11624,,167.15
2018/12/27,11637,11637,,167.94
2018/12/28,11704,11704,,169.44
2019/01/04,11676,11676,,169.36
2019/01/07,11595,11595,,168.83
2019/01/08,11595,11595,,169.01
2019/01/09,11608,11608,,169.46
2019/01/10,11635,11635,,169.89
2019/01/11,11608,11608,,169.68
2019/01/15,11621,11621,,170.24
2019/01/16,11634,11634,,170.70
2019/01/17,11687,11687,,171.50
2019/01/18,11700,11700,,171.72
2019/01/21,11620,11620,0,170.69
2019/01/22,11606,11606,,170.98
2019/01/23,11633,11633,,171.47
2019/01/24,11632,11632,,171.46
2019/01/25,11686,11686,,172.14
2019/01/28,11806,11806,,173.96
2019/01/29,11805,11805,,174.44
2019/01/30,11912,11912,,176.20
2019/01/31,11938,11938,,176.57
2019/02/01,11912,11912,,176.49
2019/02/04,11898,11898,,175.84
2019/02/05,11924,11924,,175.68
2019/02/06,11884,11884,,174.91
2019/02/07,11857,11857,,174.65
2019/02/08,11870,11870,,175.00
2019/02/12,11950,11950,,176.12
2019/02/13,11976,11976,,176.38
2019/02/14,11976,11976,,176.68
2019/02/15,11958,11958,,189.58
2019/02/18,12104,12104,,192.20
2019/02/19,12117,12117,,192.17
2019/02/20,12263,12263,,194.76
2019/02/21,12236,12236,,193.90
2019/02/22,12089,12089,,191.28
2019/02/25,12129,12129,,191.41
2019/02/26,12129,12129,,191.36
2019/02/27,12102,12102,,190.43
2019/02/28,12021,12021,,189.20
2019/03/01,12061,12061,,189.70
2019/03/04,11967,11967,,188.41
2019/03/05,11900,11900,,187.05
2019/03/06,11873,11873,,186.94
2019/03/07,11833,11833,,186.04
2019/03/08,11900,11900,,187.16
2019/03/11,11952,11952,,188.16
2019/03/12,11939,11939,,188.23
2019/03/13,12005,12005,,189.47
2019/03/14,12072,12072,,190.69
2019/03/15,12032,12032,,190.05
2019/03/18,12018,12018,,190.50
2019/03/19,12058,12058,,191.07
2019/03/20,12031,12031,,190.78
2019/03/22,11977,11977,,189.97
2019/03/25,11923,11923,,189.14
2019/03/26,11976,11976,,190.22
2019/03/27,12029,12029,,191.61
2019/03/28,11962,11962,,190.85
2019/03/29,11829,11829,,188.77
2019/04/01,11935,11935,,190.46
2019/04/02,11935,11935,,190.57
2019/04/03,12015,12015,,191.91
2019/04/04,11935,11935,,190.70
2019/04/05,11921,11921,,190.48
2019/04/08,11974,11974,,191.43
2019/04/09,11974,11974,,191.33
2019/04/10,12040,12040,,192.53
2019/04/11,12067,12067,,193.20
2019/04/12,12000,12000,,191.79
2019/04/15,11946,11946,,191.50
2019/04/16,11892,11892,,190.33
2019/04/17,11839,11839,,189.48
2019/04/18,11772,11772,,188.42
2019/04/19,11811,11811,,189.39
2019/04/22,11851,11851,,190.06
2019/04/23,11784,11784,,189.05
2019/04/24,11784,11784,,189.10
2019/04/25,11810,11810,,189.50
2019/04/26,11850,11850,,190.20
2019/05/07,11742,11742,,189.17
2019/05/08,11742,11742,,189.61
2019/05/09,11648,11648,,188.25
2019/05/10,11701,11701,,189.30
2019/05/13,11688,11688,,189.37
2019/05/14,11794,11794,,191.42
2019/05/15,11794,11794,,191.82
2019/05/16,11727,11727,,190.98
2019/05/17,11700,11700,,191.04
2019/05/20,11634,11634,,200.98
2019/05/21,11661,11661,,201.82
2019/05/22,11674,11674,,201.34
2019/05/23,11634,11634,,200.90
2019/05/24,11633,11633,,201.43
2019/05/27,11660,11660,,202.00
2019/05/28,11633,11633,,202.04
2019/05/29,11579,11579,,201.41
2019/05/30,11592,11592,,201.78
2019/05/31,11632,11632,,202.48
2019/06/03,11725,11725,,204.36
2019/06/04,11831,11831,,206.37
2019/06/05,11898,11898,,207.54
