éOïHÇtÇeÇi èÉã‡ÉtÉ@ÉìÉh
äÓèÄì˙,äÓèÄâøäz(â~),äÓèÄâøäzÅiï™îzã‡çƒìäéëÅj(â~),ï™îzã‡Åiê≈à¯ëOÅj(â~),èÉéëéYëçäzÅiâ≠â~Åj
2025/07/31,37849,37849,,4548.88
2025/08/01,38141,38141,,4591.65
2025/08/04,38190,38190,,4605.99
2025/08/05,38164,38164,,4611.44
2025/08/06,38366,38366,,4644.06
2025/08/07,38315,38315,,4644.77
2025/08/08,38428,38428,,4660.34
2025/08/12,38185,38185,,4640.43
2025/08/13,38210,38210,,4652.88
2025/08/14,37841,37841,,4612.99
2025/08/15,37891,37891,,4626.48
2025/08/18,38028,38028,,4662.40
2025/08/19,37952,37952,,4659.75
2025/08/20,37697,37697,,4634.13
2025/08/21,37860,37860,,4675.38
2025/08/22,38063,38063,,4710.00
2025/08/25,38150,38150,,4729.44
2025/08/26,38390,38390,,4766.49
2025/08/27,38453,38453,,4786.30
2025/08/28,38389,38389,,4784.49
2025/08/29,38591,38591,,4819.10
2025/09/01,39401,39401,,4926.97
2025/09/02,39730,39730,,4974.99
2025/09/03,40428,40428,,5065.19
2025/09/04,40351,40351,,5059.40
2025/09/05,40528,40528,,5083.79
2025/09/08,40983,40983,,5147.48
2025/09/09,41349,41349,,5211.70
2025/09/10,41754,41754,,5277.65
2025/09/11,41931,41931,,5319.11
2025/09/12,42424,42424,,5400.11
2025/09/16,43608,43608,,5579.11
2025/09/17,43115,43115,,5540.04
2025/09/18,42751,42751,,5512.15
2025/09/19,42700,42700,,5522.04
2025/09/22,43627,43627,,5658.68
2025/09/24,44553,44553,,5805.61
2025/09/25,44602,44602,,5837.95
2025/09/26,44839,44839,,5894.43
2025/09/29,46163,46163,,6107.71
2025/09/30,48254,48254,,6424.16
2025/10/01,47742,47742,,6392.57
2025/10/02,46147,46147,,6212.31
2025/10/03,45567,45567,,6155.87
2025/10/06,46731,46731,,6339.31
2025/10/07,48068,48068,,6551.14
2025/10/08,49230,49230,,6739.05
2025/10/09,50107,50107,,6894.11
2025/10/10,49354,49354,,6814.36
2025/10/14,51140,51140,,7085.93
2025/10/15,53354,53354,,7428.84
2025/10/16,56719,56719,,7926.51
2025/10/17,59213,59213,,8321.84
2025/10/20,57020,57020,,8047.25
2025/10/21,54785,54785,,7747.96
2025/10/22,51333,51333,,7282.09
2025/10/23,49434,49434,,6885.48
2025/10/24,48853,48853,,6781.72
2025/10/27,48889,48889,,6816.09
2025/10/28,46252,46252,,6467.55
2025/10/29,46846,46846,,6551.80
2025/10/30,47668,47668,,6654.74
2025/10/31,48576,48576,,6795.31
2025/11/04,48332,48332,,6790.51
2025/11/05,47778,47778,,6726.98
2025/11/06,47903,47903,,6751.37
2025/11/07,47788,47788,,6744.25
2025/11/10,49098,49098,,6945.22
2025/11/11,50307,50307,,7132.93
2025/11/12,50028,50028,,7117.31
2025/11/13,51125,51125,,7284.12
2025/11/14,50960,50960,,7278.03
2025/11/17,49186,49186,,7079.69
2025/11/18,48314,48314,,6967.17
2025/11/19,49436,49436,,7146.97
2025/11/20,49649,49649,,7191.51
2025/11/21,48941,48941,,7102.27
2025/11/25,50149,50149,,7293.10
2025/11/26,50287,50287,,7330.85
2025/11/27,50286,50286,,7349.06
2025/11/28,50815,50815,,7438.71
2025/12/01,51279,51279,,7517.20
2025/12/02,50786,50786,,7459.77
2025/12/03,50697,50697,,7453.31
2025/12/04,50381,50381,,7418.41
2025/12/05,50645,50645,,7464.71
2025/12/08,50680,50680,,7482.81
2025/12/09,50616,50616,,7485.28
2025/12/10,50931,50931,,7537.65
2025/12/11,50880,50880,,7538.65
2025/12/12,51649,51649,,7657.91
2025/12/15,52240,52240,,7756.22
2025/12/16,51470,51470,,7664.84
2025/12/17,52138,52138,,7770.73
2025/12/18,52289,52289,,7809.92
2025/12/19,52213,52213,,7805.27
2025/12/22,53685,53685,,8044.18
2025/12/23,54099,54099,,8126.20
2025/12/24,54388,54388,,8170.11
2025/12/25,54803,54803,,8242.05
2025/12/26,54500,54500,,8209.23
2025/12/29,54306,54306,,8214.31
2025/12/30,52657,52657,,7995.20
2026/01/05,53823,53823,,8190.93
2026/01/06,53894,53894,,8267.88
2026/01/07,53892,53892,,8286.37
2026/01/08,53526,53526,,8256.32
2026/01/09,54407,54407,,8410.47
2026/01/13,56193,56193,,8700.71
2026/01/14,57261,57261,,8897.31
2026/01/15,56491,56491,,8782.06
2026/01/16,56402,56402,,8784.74
2026/01/19,56878,56878,,8881.30
2026/01/20,57985,57985,0,9085.82
2026/01/21,59807,59807,,9410.33
2026/01/22,59190,59190,,9333.17
2026/01/23,60426,60426,,9525.71
2026/01/26,60410,60410,,9543.73
2026/01/27,61290,61290,,9731.09
2026/01/28,62913,62913,,10019.59
2026/01/29,66958,66958,,10701.76
2026/01/30,62411,62411,,9989.41
2026/02/02,53698,53698,,8592.61
2026/02/03,59032,59032,,9449.48
2026/02/04,62514,62514,,10083.69
2026/02/05,60856,60856,,9880.22
2026/02/06,59723,59723,,9722.94
2026/02/09,61505,61505,,10049.83
2026/02/10,61104,61104,,10012.41
2026/02/12,60663,60663,,9952.44
2026/02/13,59107,59107,,9717.11
2026/02/16,59254,59254,,9761.91
2026/02/17,58020,58020,,9584.30
2026/02/18,58523,58523,,9679.44
2026/02/19,60094,60094,,9958.80
2026/02/20,60156,60156,,9981.03
2026/02/24,61813,61813,,10262.43
2026/02/25,62328,62328,,10359.08
